bssamt,plnprc,bidNtceNo
215800000,215257325,R25BK00704950
,,R25BK00673096
165185000,164698975,R25BK00712955
85470000,85699975,R25BK00698090
,,R25BK00709369
,,R25BK00684332
,,R25BK00700447
,85000000,R25BK00671971
,,R25BK00686728
,,R25BK00685690
,,R25BK00673081
,,R25BK00663481
,21496482,R25BK00725530
,486000000,R25BK00727509
,24698100,R25BK00729096
,9300000,R25BK00729642
,60000000,R25BK00727388
,19200000,R25BK00727809
,237197850,R25BK00727682
,41500000,R25BK00727578
,,R25BK00698552
18000000,18054400,R25BK00714027
25624000,25526975,R25BK00713041
231000,230243.48,R25BK00714138
59842000,59033000,R25BK00712504
,,R25BK00714903
59300000,59499000,R25BK00717378
,,R25BK00714886
41865000,41207450,R25BK00712156
37270000,37292150,R25BK00711693
63866000,64557850,R25BK00714496
67600000,67384250,R25BK00713189
54092000,54128825,R25BK00710955
20220000,20131775,R25BK00708501
,,R25BK00684398
,7000000,R25BK00727520
,19910000,R25BK00730520
,445076000,R25BK00716064
,2185000000,R25BK00725621
,196000000,R25BK00716861
,156800000,R25BK00723055
,118990000,R25BK00729200
,120540000,R25BK00710800
,,R25BK00714733
109049600,109055375,R25BK00681646
,,R25BK00684455
,201640293,R25BK00701596
,,R25BK00673617
,282750000,R25BK00685358
,,R25BK00683373
,,R25BK00669978
,,R25BK00692780
,,R25BK00635673
,43000000,R25BK00727880
,10417000,R25BK00729564
,58019000,R25BK00730271
,21970000,R25BK00728043
,10780000,R25BK00729913
,,R25BK00730240
,95000000,R25BK00730344
,36103200,R25BK00729416
,59917000,R25BK00726445
,48416980,R25BK00726422
,179094660,R25BK00729278
,132552,R25BK00726723
,21900000,R25BK00729088
,133951,R25BK00727757
,19980000,R25BK00726273
,385090000,R25BK00724426
,2462500000,R25BK00711337
,247500000,R25BK00730308
,,R25BK00684554
,100000000,R25BK00729756
,209000000,R25BK00730464
115315000,114567825,R25BK00706459
343980,343053.84,R25BK00688246
223300000,225584425,R25BK00692269
,,R25BK00675472
,,R25BK00677660
,,R25BK00677062
,,R25BK00675441
,,R25BK00686483
,,R25BK00685031
,,R25BK00676394
220847000,221552100,R25BK00638441
,,R25BK00626634
,100000000,R25BK00726226
,1401118000,R25BK00718712
,,R25BK00718513
,1707611000,R25BK00718859
,9141000,R25BK00730960
,44709583,R25BK00730672
,,R25BK00718523
73719000,72360025,R25BK00714251
86590000,86244775,R25BK00714201
45000000,44105550,R25BK00714492
75415670,75149125,R25BK00714301
,6776000,R25BK00730522
,45850890,R25BK00719422
51300000,51291200,R25BK00714918
,12412909,R25BK00731317
,,R25BK00696517
,,R25BK00698148
,,R25BK00709769
,,R25BK00684188
,,R25BK00676617
,,R25BK00663197
,,R25BK00699434
,,R25BK00663458
,,R25BK00694818
,,R25BK00677345
,,R25BK00663435
,,R25BK00675303
,,R25BK00695241
,,R25BK00641286
,78676920,R25BK00726151
,51874200,R25BK00720787
,6096000,R25BK00728030
,,R25BK00698694
,,R25BK00654251
,,R25BK00700516
,,R25BK00669789
49870000,50087682.56,R25BK00720379
,,R25BK00685203
,,R25BK00665599
,,R25BK00665975
,,R25BK00665666
,3478620,R25BK00730428
112777000,114234700,R25BK00676927
91529000,91924000,R25BK00689434
97584000,97051725,R25BK00685360
82178000,81493925,R25BK00687184
41890000,42038550,R25BK00687118
,,R25BK00699286
,,R25BK00698279
,,R25BK00681502
66605686,66554775,R25BK00670776
,,R25BK00675898
29892000,29889533.92,R25BK00710745
,,R25BK00704633
,,R25BK00719335
,,R25BK00697303
61030000,61805750,R25BK00694782
189000000,190170900,R25BK00691581
94829600,94307150,R25BK00683059
94400000,94433800,R25BK00690072
,,R25BK00700965
,,R25BK00700771
,,R25BK00699563
,,R25BK00682581
,,R25BK00696416
,,R25BK00656677
,589800000,R25BK00716749
,,R25BK00667577
,69840000,R25BK00730807
,,R25BK00687166
,,R25BK00715196
279800000,281088525,R25BK00707365
677250000,675236925,R25BK00702503
,,R25BK00707696
237660000,236433725,R25BK00708354
479400000,481610075,R25BK00701970
,,R25BK00697553
,,R25BK00699126
,,R25BK00698290
,,R25BK00675547
,,R25BK00690559
,,R25BK00684161
,,R25BK00680187
,,R25BK00674991
,,R25BK00688977
,,R25BK00681109
,,R25BK00698111
,,R25BK00697786
,,R25BK00681208
,,R25BK00696457
,,R25BK00685996
,,R25BK00681220
,,R25BK00679051
,,R25BK00678439
,,R25BK00670588
,,R25BK00689024
,,R25BK00673588
,,R25BK00687579
,,R25BK00680081
,,R25BK00669913
,,R25BK00691196
,,R25BK00691222
,,R25BK00678973
,,R25BK00674051
,,R25BK00674023
,,R25BK00680295
,,R25BK00694618
,,R25BK00696216
,,R25BK00688174
,,R25BK00684791
,,R25BK00677390
,,R25BK00665279
,,R25BK00679429
,,R25BK00679299
,,R25BK00669325
,,R25BK00655068
,,R25BK00668492
,,R25BK00667120
,,R25BK00666244
,,R25BK00615839
,,R25BK00589862
,786400000,R25BK00725862
,677400000,R25BK00725431
,147000000,R25BK00722679
,164540000,R25BK00729777
,266000000,R25BK00722586
,294900000,R25BK00714595
,1963920000,R25BK00723481
,1277900000,R25BK00714556
,196000000,R25BK00726995
,575060000,R25BK00725648
,1032150000,R25BK00718290
,920700000,R25BK00723616
,196000000,R25BK00725546
,196000000,R25BK00725491
,758400000,R25BK00727631
,,R25BK00711835
794860000,795901300,R25BK00713284
129915560,129686650,R25BK00711199
177690000,178420350,R25BK00715891
93000000,93208375,R25BK00715894
434810082,435836275,R25BK00710849
155232000,154625875,R25BK00710910
119970000,121550350,R25BK00712046
,,R25BK00720000
298859000,297237000,R25BK00711682
81860024,81069725,R25BK00711688
235613000,234515675,R25BK00711642
64280000,64113075,R25BK00715897
,,R25BK00717743
169542000,169644625,R25BK00715885
77132000,77302325,R25BK00715889
292939000,292477675,R25BK00715593
114200000,114020775,R25BK00709235
205139000,202385575,R25BK00709459
188851000,187424750,R25BK00709876
56990000,57086350,R25BK00709625
86482170,86663825,R25BK00708834
,,R25BK00710685
97909000,97827050,R25BK00708901
359785000,362498750,R25BK00711597
233865000,232883425,R25BK00710556
4828161089,4820592975,R25BK00708473
550000000,548784500,R25BK00706970
184,183.65,R25BK00704393
,,R25BK00698810
80000000,79709000,R25BK00700575
161315000,160199175,R25BK00698128
448482888,450736550,R25BK00710936
424323627,422442875,R25BK00710583
163190000,160899700,R25BK00705618
1369064403,1362978975,R25BK00708725
48527000,48227650,R25BK00709007
,,R25BK00709849
204424000,204084700,R25BK00705951
720274000,719323300,R25BK00689933
546265000,538704750,R25BK00689951
116700000,116564975,R25BK00713091
,,R25BK00710146
,,R25BK00710332
,,R25BK00710036
194766000,193989900,R25BK00699924
,,R25BK00697720
,,R25BK00685051
,,R25BK00699110
,,R25BK00698748
,,R25BK00698691
,,R25BK00697285
,,R25BK00699649
,,R25BK00699261
,,R25BK00698365
,,R25BK00698114
,,R25BK00699250
,,R25BK00697559
,,R25BK00698410
,,R25BK00698177
,,R25BK00697724
,,R25BK00699864
,,R25BK00699034
,,R25BK00699225
,,R25BK00699338
,,R25BK00696996
,,R25BK00699205
,,R25BK00703288
,,R25BK00699902
,,R25BK00703933
,,R25BK00697408
,,R25BK00699107
,,R25BK00698641
,,R25BK00698420
,,R25BK00698209
,,R25BK00704497
,,R25BK00698276
,,R25BK00699077
,,R25BK00683980
,,R25BK00686034
,,R25BK00676698
,,R25BK00696269
,,R25BK00680747
,,R25BK00693000
,,R25BK00696397
,,R25BK00696471
,,R25BK00689073
,,R25BK00697956
,,R25BK00702797
,,R25BK00697525
,,R25BK00699817
,,R25BK00703602
,,R25BK00698338
,,R25BK00698584
,,R25BK00697901
,,R25BK00699644
,,R25BK00698494
,,R25BK00697943
,,R25BK00698635
,,R25BK00699808
,,R25BK00698763
,,R25BK00698219
,,R25BK00698519
,,R25BK00697973
,,R25BK00699060
,,R25BK00704826
,,R25BK00699348
,,R25BK00699068
,,R25BK00699826
,,R25BK00697933
,,R25BK00697945
,,R25BK00698705
,,R25BK00697262
,,R25BK00697397
,,R25BK00704709
,,R25BK00699791
,,R25BK00704616
100000000,99714750,R25BK00698847
,,R25BK00694845
,,R25BK00696851
,,R25BK00695927
,,R25BK00696215
,,R25BK00696130
,,R25BK00676950
,,R25BK00696373
,,R25BK00696230
,,R25BK00696562
,,R25BK00680182
,,R25BK00693076
,,R25BK00696326
,,R25BK00698815
,,R25BK00696673
,,R25BK00698188
,,R25BK00692543
,,R25BK00685324
,,R25BK00696122
,,R25BK00696262
,,R25BK00679592
,,R25BK00680895
,,R25BK00696415
,,R25BK00696908
,,R25BK00695869
,,R25BK00696929
,,R25BK00693028
,,R25BK00696393
,,R25BK00696105
,,R25BK00695859
,,R25BK00696606
,,R25BK00673689
,,R25BK00681540
,,R25BK00694627
,,R25BK00693227
,,R25BK00695866
,,R25BK00692952
,,R25BK00666239
,,R25BK00659072
,,R25BK00638237
,,R25BK00668633
,,R25BK00651543
,,R25BK00698523
,,R25BK00696950
,,R25BK00696651
,59805000,R25BK00727786
,7234000,R25BK00732833
,28800000,R25BK00715104
,55000000,R25BK00730542
,259429500,R25BK00731666
,4180000,R25BK00730440
,33000000,R25BK00730095
,,R25BK00714852
,88200000,R25BK00732108
,110000000,R25BK00731109
,50000000,R25BK00724491
,9600000,R25BK00724199
,30276000,R25BK00731955
,49533000,R25BK00731741
,,R25BK00721714
42720000,42625588.81,R25BK00720187
36830000,36699069.36,R25BK00717719
,,R25BK00717857
26784000,26851830.49,R25BK00719750
40800000,41330094.01,R25BK00714420
,,R25BK00714526
,,R25BK00710666
,,R25BK00709501
,,R25BK00712693
89405000,89300025,R25BK00718672
6138000,6138725,R25BK00718176
,,R25BK00723747
5665000,5702850,R25BK00718040
5984000,5994100,R25BK00718129
9031000,9108575,R25BK00718255
96250000,95721125,R25BK00717187
13978000,13879775,R25BK00717954
86856000,85762300,R25BK00717415
71665000,72105950,R25BK00718251
190000000,191112450,R25BK00713531
8679000,8728925,R25BK00718206
17765000,17860750,R25BK00718087
3279751000,3271805850,R25BK00714394
8085000,8094700,R25BK00718220
213154000,213790300,R25BK00696591
78219000,78732150,R25BK00709655
215222000,215274225,R25BK00708569
108918000,108668875,R25BK00704815
203700000,204018825,R25BK00709599
364984000,368852875,R25BK00708263
308888000,303618425,R25BK00708406
55911900,55556775,R25BK00719436
18542908,18305825,R25BK00717693
30316000,30336450,R25BK00718870
106790000,106251550,R25BK00711018
37904000,37462200,R25BK00720492
110000000,109222025,R25BK00717636
162316,160981.37,R25BK00716022
38000000,38092000,R25BK00718208
,,R25BK00719150
95829000,94665450,R25BK00719369
40000000,39612100,R25BK00717235
,,R25BK00719033
51221040,51192775,R25BK00720727
,,R25BK00719308
110000000,109768175,R25BK00720532
,,R25BK00714757
69160000,68830850,R25BK00714881
34441000,34203050,R25BK00718157
76831560,76821250,R25BK00720698
85368400,85036375,R25BK00720273
49000000,48876675,R25BK00719660
198000,198143.06,R25BK00719391
97159000,98196000,R25BK00719306
,,R25BK00720032
55860000,56130700,R25BK00713927
68000000,67386350,R25BK00720283
24391000,24312625,R25BK00720515
57914000,57624625,R25BK00716477
24550000,24504725,R25BK00718310
51790010,51985300,R25BK00716505
,,R25BK00716403
67760000,67382125,R25BK00720440
75950000,75434700,R25BK00717361
,,R25BK00719637
108460000,108728525,R25BK00720611
81290000,80858200,R25BK00716024
47000000,46667850,R25BK00717670
,,R25BK00719700
91015000,89756775,R25BK00719343
33231000,33229875,R25BK00718050
46800000,46428225,R25BK00720788
95700000,94031525,R25BK00717845
25337000,25472675,R25BK00720051
44682000,44585875,R25BK00716273
24960000,25053175,R25BK00717859
69350000,68893875,R25BK00718438
26611000,26321500,R25BK00720501
27820000,27645000,R25BK00715489
28286000,28320775,R25BK00720236
60000000,59520450,R25BK00715149
30590000,30509450,R25BK00720770
43248000,43188800,R25BK00716162
43956000,44697150,R25BK00713488
67851000,67051400,R25BK00716857
35591000,35778625,R25BK00717377
59659000,59176850,R25BK00716168
41091000,40700250,R25BK00718086
90137000,90857925,R25BK00719395
,,R25BK00718550
14080000,14051475,R25BK00717756
20614000,20758850,R25BK00717922
11880000,11843800,R25BK00717252
50000000,49552500,R25BK00718661
23855000,23972775,R25BK00715786
,,R25BK00717784
84298000,84645800,R25BK00715730
39930000,40148550,R25BK00718902
49414000,48750425,R25BK00718453
24322000,24219500,R25BK00719324
89970000,88512525,R25BK00720110
4900000,4897850,R25BK00719817
69780000,70112400,R25BK00720568
81700000,81576875,R25BK00720552
,,R25BK00719804
24000000,24061525,R25BK00719676
79530000,78907350,R25BK00719238
47179000,47371925,R25BK00717528
90528000,90044175,R25BK00720753
45933000,46128625,R25BK00716873
60587300,60888775,R25BK00711960
107861400,107220500,R25BK00715774
,,R25BK00718988
,,R25BK00719933
36971000,36789250,R25BK00718359
33000000,32834450,R25BK00717906
,,R25BK00712401
33766000,33597750,R25BK00717637
22099000,21959175,R25BK00719094
45540000,45581050,R25BK00715872
20500000,20505375,R25BK00720308
83600,82816.89,R25BK00718529
8536000,8476825,R25BK00716718
,,R25BK00720497
81280000,81427550,R25BK00719938
25172000,25351425,R25BK00718664
284080,284426.58,R25BK00717607
22213800,22331150,R25BK00719483
44682000,44115025,R25BK00716274
,,R25BK00712056
78436000,77975050,R25BK00716919
45000000,44799100,R25BK00717401
,,R25BK00718580
11000000,10902600,R25BK00715466
22617480,22400500,R25BK00718059
71610000,71381250,R25BK00715735
8410000,8461125,R25BK00717018
28696000,28572800,R25BK00720573
70000000,69932450,R25BK00720446
44682000,44987800,R25BK00716270
26430000,26187175,R25BK00720478
,,R25BK00712791
27723000,27684525,R25BK00720467
91130000,90318525,R25BK00716033
31726000,31617875,R25BK00719859
34400000,34216600,R25BK00720251
84400000,85204375,R25BK00716751
74500000,75049675,R25BK00720759
49000000,49243700,R25BK00714445
54770000,54144300,R25BK00716510
30000000,29830500,R25BK00720138
86505000,86042250,R25BK00719281
,,R25BK00717971
34496000,34743625,R25BK00711692
76158000,76298175,R25BK00720906
37513000,37350250,R25BK00720636
22231000,22228500,R25BK00719309
89280000,88676750,R25BK00720566
44682000,44515375,R25BK00716269
49813000,49597350,R25BK00717044
97686000,96391975,R25BK00717421
36110000,36034225,R25BK00717268
15000000,15007850,R25BK00717395
,,R25BK00718003
70000000,70002800,R25BK00714709
33203000,33229375,R25BK00718226
88165300,88521100,R25BK00706922
,,R25BK00709295
62047100,61779875,R25BK00700705
,,R25BK00719060
98445000,98166450,R25BK00708033
,,R25BK00709744
50000000,50268250,R25BK00720065
38060000,37652325,R25BK00718465
,,R25BK00720311
,,R25BK00716256
99775000,99191125,R25BK00720482
40886000,40980525,R25BK00717704
51530000,51596025,R25BK00715804
49197000,49578700,R25BK00719005
23840000,23971300,R25BK00716160
,,R25BK00715376
59954000,60311650,R25BK00716198
28790000,28791650,R25BK00720359
,,R25BK00714900
80000000,79830200,R25BK00717624
43930000,44169800,R25BK00720341
69000000,69556000,R25BK00719929
38610000,38746825,R25BK00718079
22198000,22338675,R25BK00720524
,,R25BK00719275
59999280,59418650,R25BK00708857
,,R25BK00693100
,115640000,R25BK00722714
,242850000,R25BK00728025
,378210000,R25BK00730375
,187000000,R25BK00729225
,245000000,R25BK00726651
,265950000,R25BK00729572
,271300000,R25BK00727956
52030000,51846375,R25BK00717942
140000000,140637000,R25BK00710246
151261000,151900125,R25BK00710759
267750000,267327025,R25BK00697981
44797000,45632975,R25BK00676990
426150000,426678475,R25BK00698158
,,R25BK00697453
,,R25BK00697732
,,R25BK00697383
,,R25BK00697143
,,R25BK00698306
217500000,217060125,R25BK00694409
,,R25BK00696367
,,R25BK00697020
,,R25BK00698067
,,R25BK00699344
,,R25BK00698496
,,R25BK00694124
,,R25BK00694188
,,R25BK00696884
,,R25BK00694238
,25998000,R25BK00732980
,48500000,R25BK00733230
,275000000,R25BK00732865
,55000000,R25BK00728597
,95000000,R25BK00726615
,10131000,R25BK00730389
,26260000,R25BK00731453
,15156000,R25BK00731193
,55000000,R25BK00728610
,50000000,R25BK00729829
,28930000,R25BK00728446
,20800000,R25BK00731927
,7480000,R25BK00723322
,88200000,R25BK00731714
,58800000,R25BK00730594
,,R25BK00730629
70000000,69846350,R25BK00716227
25040000,25083625,R25BK00716224
,,R25BK00716218
25390000,25546150,R25BK00719940
106510000,106542800,R25BK00719892
27000000,26840950,R25BK00719081
49727000,49512000,R25BK00719536
,,R25BK00699617
3406590000,3405789500,R25BK00711659
29380000,29644175,R25BK00694504
,,R25BK00693901
,,R25BK00682672
,,R25BK00694018
40000000,39820600,R25BK00688403
85924660,85023375,R25BK00695559
,149951000,R25BK00697496
,,R25BK00708169
,,R25BK00686213
,,R25BK00694179
,,R25BK00673881
,,R25BK00696483
,,R25BK00674520
,,R25BK00688520
,3000000,R25BK00731567
26317000,26162575,R25BK00719974
,329500000,R25BK00725815
,20000000,R25BK00732916
,,R25BK00699794
946400000,943286375,R25BK00707980
448700000,448162700,R25BK00689965
,320000000,R25BK00726535
74500000,74251225,R25BK00712502
,,R25BK00708615
66755400,67396150,R25BK00709923
581148000,580219675,R25BK00708380
110656500,110216975,R25BK00713521
99000000,98734250,R25BK00707332
54295200,54227100,R25BK00693928
54507000,53441025,R25BK00685890
,,R25BK00653468
,,R25BK00701074
,,R25BK00698087
,,R25BK00704909
,,R25BK00697879
,,R25BK00700759
,,R25BK00686064
,,R25BK00691346
,,R25BK00686140
,,R25BK00697072
,,R25BK00679628
,,R25BK00646633
,2136778000,R25BK00733669
,28369000,R25BK00733451
,16036680,R25BK00733174
,110000000,R25BK00732586
,12163690,R25BK00733203
,39150000,R25BK00730621
,6590100,R25BK00733215
,21274440,R25BK00733143
,,R25BK00719350
1605515000,1613077025,R25BK00704889
1676869000,1680231175,R25BK00704768
,,R25BK00708605
266559000,267891850,R25BK00704629
967868000,968717375,R25BK00704438
44180000,43654525,R25BK00717503
,,R25BK00717453
,,R25BK00717635
38180610,38205275,R25BK00695460
43571000,44020275,R25BK00716106
25934700,25765350,R25BK00715869
90990000,91165900,R25BK00716462
,,R25BK00716109
37213000,36876825,R25BK00719510
37774000,37225100,R25BK00717828
36967000,36810575,R25BK00715591
49398000,48704750,R25BK00716115
,,R25BK00717154
,74100000,R25BK00718098
47382000,46709925,R25BK00720641
52437000,52180500,R25BK00716102
,,R25BK00721358
64930000,65137175,R25BK00720807
81019000,80688075,R25BK00716793
16460000,16473225,R25BK00717840
75878000,75832525,R25BK00720388
35739000,35473225,R25BK00716112
98883000,97498700,R25BK00704337
62047100,62398650,R25BK00700882
34330000,34283550,R25BK00717064
28061000,27835300,R25BK00716120
39600000,39239400,R25BK00719632
98883000,98602700,R25BK00704333
,275800000,R25BK00690514
,14625930,R25BK00733255
,,R25BK00665478
,,R25BK00671551
,,R25BK00663394
,173300000,R25BK00725995
,146900000,R25BK00729294
,,R25BK00705128
96860000,97355975,R25BK00702951
99905010,99146025,R25BK00702336
46690000,46663450,R25BK00705337
47007000,47053100,R25BK00698007
,,R25BK00697054
,,R25BK00699978
,,R25BK00697854
100000000,99810750,R25BK00697472
,,R25BK00699392
,,R25BK00697794
,,R25BK00697598
,,R25BK00695167
,99977000,R25BK00689166
,,R25BK00697424
,,R25BK00695492
,,R25BK00696136
,,R25BK00664788
,55000000,R25BK00732922
,800000000,R25BK00732664
,108762500,R25BK00727906
,30000000,R25BK00729905
,20600000,R25BK00733330
,96000000,R25BK00728103
,18390000,R25BK00733171
,45728000,R25BK00726457
,90000000,R25BK00733710
,30000000,R25BK00727407
,152520000,R25BK00730860
99450000,98622625,R25BK00719770
92818000,93348525,R25BK00716228
22855000,22995275,R25BK00717958
90472000,90381100,R25BK00717176
49147000,49384200,R25BK00715094
99916000,99790650,R25BK00716696
25967870,25753125,R25BK00723066
84150000,83808200,R25BK00716266
,254800000,R25BK00717950
,,R25BK00697433
,,R25BK00699764
,,R25BK00697149
,,R25BK00700574
,,R25BK00700150
,,R25BK00699716
,,R25BK00699450
,,R25BK00698129
,,R25BK00697627
,,R25BK00699132
,,R25BK00699622
,,R25BK00697517
,,R25BK00691191
,,R25BK00698862
,,R25BK00697870
,,R25BK00696799
,,R25BK00698382
,,R25BK00696449
,,R25BK00699922
,,R25BK00686561
,,R25BK00687418
,,R25BK00680852
,,R25BK00696533
,,R25BK00696409
,,R25BK00679794
,,R25BK00690280
254364000,253349150,R25BK00649407
,,R25BK00698112
,20592000,R25BK00733618
,205800000,R25BK00731561
,198022000,R25BK00733059
,427000000,R25BK00731432
,35890000,R25BK00729714
,,R25BK00733790
,,R25BK00714667
89681916,89600775,R25BK00696746
58136000,58100275,R25BK00714434
28345550,28505875,R25BK00722844
28345550,28471100,R25BK00722806
28345550,27976325,R25BK00722713
28345550,28299550,R25BK00723111
28345550,28415550,R25BK00723146
28345550,28669575,R25BK00723085
159500,157012.21,R25BK00718923
28345550,28343025,R25BK00722669
28345550,28055450,R25BK00722962
,,R25BK00714386
28345550,28151950,R25BK00722826
,,R25BK00709576
28345550,28066475,R25BK00722621
,,R25BK00703301
,,R25BK00692336
,,R25BK00701415
,,R25BK00699218
,,R25BK00699685
,,R25BK00698337
,,R25BK00699244
,,R25BK00697068
,,R25BK00699608
,,R25BK00695647
,,R25BK00698931
,,R25BK00725344
,,R25BK00699356
,,R25BK00698961
,,R25BK00698405
98000000,97014625,R25BK00698593
,,R25BK00710415
,,R25BK00698916
,,R25BK00699378
,,R25BK00692678
,,R25BK00692842
,,R25BK00695180
,,R25BK00696527
,,R25BK00680882
,,R25BK00696868
,,R25BK00677487
,,R25BK00694642
,,R25BK00646752
,92818000,R25BK00733963
,61641000,R25BK00725265
,9960000,R25BK00734644
,100000000,R25BK00734201
,,R25BK00713921
,,R25BK00699629
,10000000,R25BK00733694
,8357000,R25BK00733660
,19806000,R25BK00732171
,44709583,R25BK00733376
,13539000,R25BK00734817
28345550,28555500,R25BK00722741
,0,R25BK00702949
,,R25BK00718936
83586000,83924600,R25BK00696310
,,R25BK00701691
37080000,37116987.31,R25BK00721825
30600000,30591891.01,R25BK00723802
89529750,89700125,R25BK00715725
174472740,174868825,R25BK00715723
,,R25BK00702850
207095100,207726275,R25BK00701298
,,R25BK00731986
,,R25BK00700133
173700000,174483850,R25BK00700179
,,R25BK00707383
,,R25BK00699117
44860000,44949000,R25BK00706421
,884700000,R25BK00725148
,344050000,R25BK00722710
,,R25BK00734260
182584000,181119725,R25BK00715440
143407000,144925725,R25BK00712829
185480000,185875125,R25BK00714838
589023000,588238175,R25BK00712724
104038000,103659600,R25BK00722705
21263000,21392225,R25BK00717267
278116000,277288650,R25BK00720310
6930000,6917500,R25BK00717299
213180000,210464150,R25BK00721359
502200000,499057525,R25BK00715675
172257000,171835000,R25BK00723036
19268000,19377825,R25BK00718636
86850980,85240800,R25BK00717156
152451000,152903450,R25BK00720367
272840000,270615050,R25BK00717530
,,R25BK00722288
9506000,9484775,R25BK00718980
,,R25BK00716786
249900000,245027625,R25BK00722340
171435000,169397125,R25BK00714715
51947770,51901325,R25BK00724520
1000000,1015647.5,R25BK00720304
217431830,219512175,R25BK00724306
6270000,6230325,R25BK00717220
,,R25BK00713320
136180000,136728150,R25BK00720267
179190000,179001000,R25BK00720609
,,R25BK00719830
333975000,332127325,R25BK00709523
,,R25BK00708360
,,R25BK00720121
246125000,248287850,R25BK00719577
367500,367949.28,R25BK00722114
,,R25BK00724170
224440000,223529400,R25BK00723957
215450000,214000600,R25BK00723922
71600000,72116475,R25BK00715013
264934000,267296600,R25BK00708608
165630000,165482225,R25BK00703589
,,R25BK00730010
,,R25BK00721303
,,R25BK00720017
,,R25BK00720118
110046000,110451600,R25BK00687653
,,R25BK00704000
57663000,57977325,R25BK00696625
,,R25BK00709601
57520000,57559450,R25BK00696433
45424880,45449800,R25BK00696976
72797480,72589875,R25BK00696450
,,R25BK00711615
,,R25BK00716835
,,R25BK00711147
,,R25BK00711307
,,R25BK00710949
,,R25BK00711255
,,R25BK00711331
,,R25BK00707747
,,R25BK00711568
,,R25BK00711026
,,R25BK00711976
,,R25BK00711106
,,R25BK00712336
,,R25BK00718759
,,R25BK00718852
,,R25BK00710687
,,R25BK00708719
,,R25BK00707181
,,R25BK00697822
,,R25BK00703940
,,R25BK00709298
,,R25BK00701378
,,R25BK00699729
,,R25BK00704419
,,R25BK00707227
,,R25BK00700288
,,R25BK00697931
,,R25BK00702429
,,R25BK00707463
,,R25BK00698819
,,R25BK00709379
,,R25BK00709659
,,R25BK00709709
,,R25BK00710764
,,R25BK00709567
,,R25BK00710547
60000000,60113850,R25BK00706642
,,R25BK00707682
,,R25BK00703332
,,R25BK00708920
128950000,128340125,R25BK00701635
,,R25BK00701856
114000000,113203475,R25BK00698867
,,R25BK00710585
,,R25BK00704197
,,R25BK00704840
,,R25BK00702497
,,R25BK00710506
397341000,394171300,R25BK00704592
,,R25BK00708704
,,R25BK00709740
,,R25BK00699741
,,R25BK00705260
,,R25BK00708448
,,R25BK00709406
,,R25BK00705843
,,R25BK00705674
,,R25BK00708825
,,R25BK00709421
,,R25BK00708528
,,R25BK00705888
,,R25BK00702943
,,R25BK00709179
,,R25BK00701889
,,R25BK00697663
,,R25BK00675923
,,R25BK00689350
,,R25BK00680934
,,R25BK00700385
,,R25BK00707685
158860000,158721425,R25BK00697969
,,R25BK00698081
,,R25BK00690490
,,R25BK00701444
,,R25BK00701636
,,R25BK00701922
,,R25BK00703113
,,R25BK00677613
,,R25BK00698947
,,R25BK00709826
,,R25BK00700291
,,R25BK00702493
,,R25BK00709129
,,R25BK00700790
,,R25BK00709539
,,R25BK00704577
85000000,85132825,R25BK00706339
,,R25BK00718810
,,R25BK00708735
,,R25BK00703962
,,R25BK00708752
,,R25BK00708915
,,R25BK00707620
,,R25BK00700293
,100000000,R25BK00710279
,,R25BK00709096
,,R25BK00705286
,,R25BK00703916
,,R25BK00704234
,,R25BK00706698
,,R25BK00701792
,,R25BK00709441
110000000,109317450,R25BK00704523
,,R25BK00707554
,,R25BK00709394
,,R25BK00710577
,,R25BK00709366
,,R25BK00699469
,,R25BK00704164
,,R25BK00704453
,,R25BK00694439
,,R25BK00691869
,,R25BK00693781
,,R25BK00670927
,,R25BK00682039
,,R25BK00681726
,,R25BK00693776
,,R25BK00655992
,,R25BK00656294
,,R25BK00655829
,,R25BK00655581
,,R25BK00665661
,,R25BK00655773
,,R25BK00656222
,,R25BK00630720
,,R25BK00628955
,,R25BK00633703
,,R25BK00678760
,581630000,R25BK00731424
,50000000,R25BK00734376
,45540000,R25BK00726301
,50000000,R25BK00734331
27540000,27615666.16,R25BK00720924
30960000,30584764.81,R25BK00722653
,,R25BK00721075
,,R25BK00720521
28300000,28302525,R25BK00724985
,,R25BK00724286
28800000,28893075,R25BK00717592
77000000,77495725,R25BK00716706
45460000,45347875,R25BK00724914
,,R25BK00719567
,,R25BK00716072
39494000,39577700,R25BK00724938
35249000,35123300,R25BK00724955
145922800,146497050,R25BK00724281
78392328,78891350,R25BK00709559
,,R25BK00724465
,,R25BK00713877
146160000,146296350,R25BK00715714
,,R25BK00716021
5910000,5927500,R25BK00725003
61122600,59939150,R25BK00721561
139840000,139840750,R25BK00721515
32263330,32390725,R25BK00704356
28552000,28862125,R25BK00721849
65238000,65109200,R25BK00719278
43010000,42835550,R25BK00714576
37549000,37382600,R25BK00719785
31812000,31689675,R25BK00721888
97900000,97285975,R25BK00722759
28650000,28765550,R25BK00721546
93456000,92730825,R25BK00720143
29700000,29392200,R25BK00724467
89045850,88162100,R25BK00724058
97518182,97462875,R25BK00724360
68000000,69137500,R25BK00724087
,,R25BK00722646
98469000,98060625,R25BK00712448
45518000,45829850,R25BK00724215
,,R25BK00724749
96184000,96251375,R25BK00716359
38396000,38107400,R25BK00723356
