bssamt,plnprc,bidNtceNo
179508120,179624400,R25BK00727089
139290530,139751975,R25BK00735127
,,R25BK00728262
,,R25BK00739674
77000000,77365200,R25BK00725390
50000000,49895000,R25BK00724431
64680000,64528225,R25BK00735075
35409000,35295550,R25BK00733173
46625430,46988700,R25BK00733829
,,R25BK00732911
68443990,67100825,R25BK00734139
,,R25BK00726147
,,R25BK00733672
28840000,28461675,R25BK00730290
,,R25BK00734400
,,R25BK00734196
167083000,166801925,R25BK00725835
26130000,26171525,R25BK00734568
38232000,37724800,R25BK00734582
,,R25BK00729897
,,R25BK00734709
25970000,26105025,R25BK00732277
24508260,24519750,R25BK00735157
16800000,16697225,R25BK00729722
41010000,40674725,R25BK00738040
63837500,63874425,R25BK00735266
72907000,72957350,R25BK00733425
34800000,34672950,R25BK00733982
78750000,78393100,R25BK00734147
46900000,46617375,R25BK00735071
,,R25BK00733951
12612000,12489725,R25BK00729928
21350,21178.67,R25BK00732412
40810000,40793100,R25BK00735206
69998500,69618475,R25BK00732601
59895000,60636575,R25BK00733573
14573000,14592575,R25BK00732848
79500000,79320775,R25BK00733098
,,R25BK00733436
65934000,65638286.02,R25BK00731844
,,R25BK00733884
64438000,64232325,R25BK00732820
43809000,43011375,R25BK00732888
88781000,88721775,R25BK00722892
34647000,34508950,R25BK00734703
,,R25BK00733929
41052000,41247125,R25BK00733753
63837500,63732850,R25BK00735275
99312000,98732575,R25BK00734895
23800000,23655750,R25BK00730742
53238000,53231650,R25BK00726265
22840,22876.21,R25BK00732447
36619000,36923625,R25BK00732514
22030,21937.1,R25BK00732455
68767000,69780525,R25BK00732577
7150000,7055200,R25BK00733026
87714000,87526125,R25BK00722829
43701000,43776775,R25BK00734321
,,R25BK00734816
45470000,45207575,R25BK00728370
14091000,14038650,R25BK00729856
27600000,27772225,R25BK00723559
39336000,39177825,R25BK00715423
,,R25BK00734411
30170000,30081325,R25BK00733051
57893000,57991475,R25BK00734035
33750000,33661975,R25BK00733922
26200000,26223425,R25BK00730491
92319120,92506100,R25BK00733154
84887000,84954325,R25BK00722601
38279000,38222400,R25BK00735008
62722000,62896900,R25BK00732581
29540000,29546175,R25BK00734348
,,R25BK00732644
63217000,62476950,R25BK00732937
62314000,61546350,R25BK00733689
25400000,25317650,R25BK00733479
63837500,64151975,R25BK00735296
34146000,33938350,R25BK00735016
22400000,22676400,R25BK00734115
27914000,27905000,R25BK00735684
63837500,63722000,R25BK00735299
200000,200665.5,R25BK00734579
31680000,31655675,R25BK00733999
85514000,85721225,R25BK00722563
37774000,37725800,R25BK00730866
67721000,68030525,R25BK00735228
34422500,34160775,R25BK00733181
52690000,52655375,R25BK00733868
32020000,32053775,R25BK00735188
6552500,6574775,R25BK00733635
,,R25BK00731976
,,R25BK00733800
63600000,63228000,R25BK00733699
,,R25BK00734097
39600000,39063250,R25BK00734274
6490000,6456075,R25BK00733161
19717000,19742200,R25BK00732912
108669000,109445225,R25BK00732923
30619000,30624250,R25BK00734281
,,R25BK00734543
1250,1246.6,R25BK00733593
,,R25BK00733617
70000000,69328875,R25BK00733325
64929000,64595650,R25BK00732180
94900000,94382850,R25BK00733661
63837500,63293350,R25BK00735268
18118000,18110650,R25BK00732769
60000000,59182050,R25BK00732421
,,R25BK00734561
38834000,38355125,R25BK00735330
39424000,39121175,R25BK00733805
11110000,11048100,R25BK00701461
,491500000,R25BK00739631
,123545000,R25BK00737139
,21538000,R25BK00746226
,80000000,R25BK00739788
26040000,25749225,R25BK00732281
,,R25BK00687193
,247400000,R25BK00741053
,226600000,R25BK00744236
,699400,R25BK00737500
,117300000,R25BK00735018
,230000000,R25BK00744704
,210994000,R25BK00742806
,122900000,R25BK00741227
,48510000,R25BK00732955
,375000000,R25BK00737085
,,R25BK00724157
,,R25BK00732651
62400000,62739050,R25BK00729411
,,R25BK00725819
,,R25BK00734513
,,R25BK00719225
,,R25BK00728285
,,R25BK00718677
,,R25BK00719468
,,R25BK00683414
,44906400,R25BK00743311
,20564000,R25BK00744053
,21800000,R25BK00744742
,40000000,R25BK00744290
,29300000,R25BK00745185
,21915000,R25BK00744762
,39200000,R25BK00741974
,190000000,R25BK00746446
,54670000,R25BK00745059
,52939000,R25BK00745785
171900000,172080100,R25BK00698294
,,R25BK00734494
34335400,34437050,R25BK00732266
97410000,97117100,R25BK00728808
,21806235,R25BK00746015
,29400000,R25BK00744580
,45000000,R25BK00744611
,,R25BK00712267
231889000,231920325,R25BK00733137
,1300580,R25BK00743871
,196000000,R25BK00740362
,34000000,R25BK00727254
38500000,38110325,R25BK00733923
,,R25BK00726506
517600000,515992900,R25BK00726072
99778800,98460525,R25BK00734059
259700000,258855400,R25BK00725528
156088000,156435350,R25BK00733396
171130620,169704300,R25BK00734976
60000000,60187500,R25BK00726024
,,R25BK00720088
66965500,67289850,R25BK00709428
90953380,91397275,R25BK00704361
,,R25BK00720026
33256000,33238000,R25BK00702253
,,R25BK00711228
,,R25BK00710944
,,R25BK00709794
,,R25BK00711099
130000000,130002275,R25BK00709410
,,R25BK00666898
,389510000,R25BK00740470
,4014000,R25BK00745858
,100000000,R25BK00745165
,51131850,R25BK00745812
,50000000,R25BK00744466
,19980000,R25BK00744105
,18162100,R25BK00745994
,90000000,R25BK00745448
,63000000,R25BK00744036
,260000000,R25BK00746027
,149805910,R25BK00746313
,18000000,R25BK00744791
,86000000,R25BK00740883
,55000000,R25BK00742193
,6792323,R25BK00746139
,30000000,R25BK00742521
,5305000,R25BK00746728
,21600000,R25BK00745493
,13267000,R25BK00746748
,5888000,R25BK00746646
,50000000,R25BK00743042
,5850000,R25BK00746691
,39770000,R25BK00745911
73440000,73060131.61,R25BK00722169
,,R25BK00733729
55000000,55225275,R25BK00732892
,,R25BK00734717
41510000,41413625,R25BK00727694
73870000,73424425,R25BK00732411
24910000,25031775,R25BK00733511
26268000,26308200,R25BK00734695
,,R25BK00727731
818300,816957.99,R25BK00725200
2400,2415.96,R25BK00722124
250950000,251479575,R25BK00725729
65500000,64941825,R25BK00700649
,,R25BK00692714
99000000,99261175,R25BK00684053
196342740,194522725,R25BK00687378
,,R25BK00712333
,,R25BK00731007
,,R25BK00697096
,,R25BK00698159
198000000,198183200,R25BK00703884
,,R25BK00697712
,,R25BK00696505
,,R25BK00626566
,9772400,R25BK00744793
,5400878,R25BK00746149
,144966770,R25BK00745481
99920000,99282825,R25BK00733650
29955000,29815325,R25BK00730919
66187000,65255800,R25BK00735002
48807000,48687850,R25BK00735733
,294900000,R25BK00742032
,353615000,R25BK00741235
,,R25BK00666159
,100000000,R25BK00746381
410880000,409897025,R25BK00725980
,,R25BK00699024
,1037000000,R25BK00741437
,295500000,R25BK00737122
30866000,30581625,R25BK00726666
856569000,862554325,R25BK00724614
,,R25BK00733522
,,R25BK00716420
,,R25BK00714707
,,R25BK00716058
,,R25BK00709105
,,R25BK00686385
,38760000,R25BK00746092
,29106000,R25BK00744343
,79880000,R25BK00741634
,21882000,R25BK00746858
,196500000,R25BK00742471
,52000000,R25BK00744891
,314226964,R25BK00746499
,20000000,R25BK00745077
,19419000,R25BK00744392
,1682201200,R25BK00744996
,13640000,R25BK00742557
,70000000,R25BK00744592
,6600000,R25BK00746580
,17704000,R25BK00746163
,24984000,R25BK00737258
15730000,15736100,R25BK00733771
,,R25BK00732842
,,R25BK00727620
105710000,106309400,R25BK00739219
25410000,25031000,R25BK00730296
,,R25BK00723851
50990000,51612250,R25BK00718412
,,R25BK00722320
131000,129868.49,R25BK00733968
164520,164431.58,R25BK00722117
45630000,45188900,R25BK00734529
164520,164939.53,R25BK00722296
43620000,43569450,R25BK00733576
164520,163708.1,R25BK00722028
,,R25BK00734858
22500000,22735500,R25BK00731771
20000000,20121150,R25BK00734312
,,R25BK00726776
,417200000,R25BK00733287
,,R25BK00698229
,186065000,R25BK00746217
,79200000,R25BK00732668
,352000000,R25BK00738495
,295400000,R25BK00744299
,462010000,R25BK00738483
,628250000,R25BK00738553
473192000,469492875,R25BK00735245
66496960,67487300,R25BK00720078
34027800,33781925,R25BK00727126
,,R25BK00714291
,,R25BK00710403
,,R25BK00684100
,2971232000,R25BK00742081
,7561300,R25BK00746434
,15048000,R25BK00743361
,99904860,R25BK00744371
,47474350,R25BK00743423
,859160000,R25BK00745089
,100961530,R25BK00740655
,9521388,R25BK00745842
,43910240,R25BK00744671
,98000000,R25BK00745202
,27450000,R25BK00746814
,,R25BK00733190
,,R25BK00733531
98410000,97697800,R25BK00731526
89000000,88010125,R25BK00727513
380000,381653,R25BK00732385
29590000,29853475,R25BK00731072
16500000,16549825,R25BK00726517
,19833000,R25BK00746732
,180550000,R25BK00745225
,,R25BK00734207
,30000000,R25BK00746491
,595000000,R25BK00736207
800000000,791048000,R25BK00732405
142140000,142239900,R25BK00726791
,,R25BK00718740
,,R25BK00713377
,,R25BK00718990
,,R25BK00718798
,,R25BK00718851
,,R25BK00718812
,,R25BK00718557
,,R25BK00712221
,,R25BK00709060
,,R25BK00706576
,,R25BK00690835
,,R25BK00706376
,,R25BK00687237
,,R25BK00689692
,,R25BK00691740
,,R25BK00689648
,,R25BK00689332
,,R25BK00691040
,,R25BK00689088
,990000000,R25BK00677529
,,R25BK00678891
,,R25BK00640726
,170000000,R25BK00746366
,10000000,R25BK00747574
,30000000,R25BK00743709
,51500000,R25BK00747356
,11440000,R25BK00747406
,21890000,R25BK00747558
,31284000,R25BK00747729
,77413000,R25BK00747179
,400000000,R25BK00745504
,39200000,R25BK00732725
40800000,40649652.01,R25BK00734135
40000000,40139400.01,R25BK00737812
,437400000,R25BK00736241
,21090000,R25BK00746733
,22000000,R25BK00744783
,,R25BK00700091
,,R25BK00747734
,570000000,R25BK00735935
,,R25BK00714422
,,R25BK00718842
,,R25BK00707799
,,R25BK00707739
,,R25BK00707656
,,R25BK00671052
,,R25BK00688018
,,R25BK00708511
,,R25BK00707337
,,R25BK00709532
,,R25BK00684723
,,R25BK00692097
,,R25BK00691806
,,R25BK00689250
,,R25BK00692086
,93137440,R25BK00745079
,45400000,R25BK00747533
,64350000,R25BK00747568
,86000000,R25BK00743317
,88200000,R25BK00745219
,13119400,R25BK00746266
18500000,18604475,R25BK00718177
,,R25BK00728137
85732000,86225650,R25BK00734757
31700000,31638900,R25BK00734554
63555000,63671200,R25BK00734786
,,R25BK00689799
,,R25BK00721967
,,R25BK00718860
,3696550,R25BK00748216
,42000000,R25BK00748312
,14905000,R25BK00724880
,,R25BK00730366
,,R25BK00696203
36000000,36061380.01,R25BK00733865
,,R25BK00713564
78988330,78790700,R25BK00725194
99690000,99461250,R25BK00702872
363000000,366383225,R25BK00707628
,,R25BK00708968
,,R25BK00712640
208900000,208935075,R25BK00708094
,,R25BK00695144
,,R25BK00683496
,,R25BK00693678
,442350000,R25BK00737710
,,R25BK00729418
,,R25BK00690268
,171390000,R25BK00742482
,,R25BK00716448
,,R25BK00681473
,,R25BK00718426
,,R25BK00716470
,,R25BK00705598
,,R25BK00718136
,,R25BK00710289
,278180000,R25BK00736949
,,R25BK00697077
,,R25BK00695797
,,R25BK00689256
,,R25BK00716461
,,R25BK00717291
1034600000,1033821500,R25BK00722791
,,R25BK00725652
,,R25BK00716065
141085000,139624100,R25BK00723644
,,R25BK00716316
,,R25BK00718406
,,R25BK00711047
,,R25BK00717885
,,R25BK00714081
,,R25BK00718339
,,R25BK00716435
,,R25BK00714087
,,R25BK00716794
,,R25BK00712607
,,R25BK00712258
,,R25BK00707403
,,R25BK00709595
,,R25BK00708472
,,R25BK00700348
,,R25BK00708420
,,R25BK00701445
,,R25BK00699832
,,R25BK00700128
,,R25BK00704800
,,R25BK00686457
,,R25BK00681076
,,R25BK00692247
,,R25BK00681471
,,R25BK00695785
,,R25BK00690436
,,R25BK00700100
,,R25BK00707131
,,R25BK00707566
,,R25BK00702640
,,R25BK00707242
,,R25BK00681549
,,R25BK00686391
,,R25BK00682966
,,R25BK00690643
,,R25BK00689080
,,R25BK00680219
,,R25BK00672187
,,R25BK00690506
,,R25BK00692505
,,R25BK00681467
,,R25BK00689701
,,R25BK00693366
,,R25BK00655642
,,R25BK00710081
,155880000,R25BK00741999
1000000,994675,R25BK00739143
354860000,352598700,R25BK00731359
36720000,36866200,R25BK00729832
304000000,305513950,R25BK00725174
96930000,95818975,R25BK00733021
117700000,118473325,R25BK00734622
139400000,138444125,R25BK00731622
,,R25BK00734480
,,R25BK00726447
51685000,51650675,R25BK00717086
306042000,305465175,R25BK00724303
99060000,98489700,R25BK00716983
,,R25BK00730564
150000000,150601500,R25BK00733294
10996667,11060875,R25BK00729382
119449000,118042850,R25BK00731479
556369970,559791700,R25BK00731113
46100000,45545100,R25BK00696333
56900000,56854375,R25BK00731981
212707000,215889150,R25BK00713466
161051000,161390875,R25BK00731749
224100000,225136525,R25BK00730087
52042000,51875525,R25BK00733126
40800000,40664400,R25BK00729898
27954201,28020000,R25BK00729324
,,R25BK00730653
328488000,325233550,R25BK00721514
79878000,79904025,R25BK00730452
382107000,376864550,R25BK00731391
450769000,448656050,R25BK00732019
80578300,80193575,R25BK00729234
,,R25BK00730997
385372660,385547075,R25BK00729613
,,R25BK00731234
,,R25BK00731429
66900000,66833475,R25BK00730057
146100000,144708800,R25BK00729679
299400000,300082675,R25BK00731060
491527000,488247350,R25BK00731214
491527000,490454300,R25BK00731283
,,R25BK00730224
249300000,249940125,R25BK00731120
253385000,248532100,R25BK00730030
,,R25BK00730561
358000000,356598475,R25BK00731286
557064000,559030500,R25BK00731335
,,R25BK00730863
385710000,382708250,R25BK00730890
,,R25BK00719083
,,R25BK00714315
151470000,152189550,R25BK00719460
,,R25BK00698373
78988330,78270575,R25BK00725122
29614000,29519875,R25BK00700564
,,R25BK00706519
138248000,138023750,R25BK00702080
598680000,597481175,R25BK00705406
34310000,34447550,R25BK00688110
,,R25BK00716755
,,R25BK00718385
,,R25BK00718741
,,R25BK00720781
,,R25BK00716753
,,R25BK00717837
,,R25BK00716447
,,R25BK00716713
,,R25BK00718863
35000000,35444275,R25BK00716550
,,R25BK00731747
,,R25BK00720842
,,R25BK00720820
,,R25BK00720699
,,R25BK00719857
,,R25BK00718186
,,R25BK00718524
,,R25BK00717493
,,R25BK00718007
,,R25BK00719821
,,R25BK00716284
,,R25BK00717662
,,R25BK00721040
,,R25BK00718629
,,R25BK00718452
,,R25BK00718574
,,R25BK00716394
,,R25BK00718154
,,R25BK00718299
,,R25BK00717386
,,R25BK00717376
900000000,911155500,R25BK00720030
,,R25BK00715100
,,R25BK00719661
,,R25BK00716856
,,R25BK00718583
,,R25BK00716704
,,R25BK00719259
,,R25BK00716699
,,R25BK00720364
,188900000,R25BK00716761
,,R25BK00716413
,,R25BK00718716
,,R25BK00716446
,,R25BK00718297
,,R25BK00719593
,,R25BK00718381
,,R25BK00719160
,,R25BK00718469
,,R25BK00717346
,,R25BK00720854
,,R25BK00717181
,,R25BK00716656
,,R25BK00716536
,209616000,R25BK00717160
,,R25BK00720041
,,R25BK00724338
,,R25BK00718838
,,R25BK00719077
,,R25BK00720726
,,R25BK00716924
,,R25BK00718771
,,R25BK00716934
,69300000,R25BK00716563
,,R25BK00716575
,,R25BK00719737
,,R25BK00720182
,,R25BK00719074
80000000,79662600,R25BK00718697
,,R25BK00712330
,,R25BK00717143
,,R25BK00717079
,,R25BK00710928
,,R25BK00718878
,,R25BK00720585
,,R25BK00720297
,,R25BK00719771
,,R25BK00718783
,,R25BK00718057
,,R25BK00720754
,,R25BK00716428
,,R25BK00719285
,,R25BK00709820
,,R25BK00709139
,,R25BK00702342
,,R25BK00708851
,,R25BK00704775
,,R25BK00707911
,,R25BK00709067
,,R25BK00716650
,,R25BK00719518
,,R25BK00717062
,,R25BK00719979
,,R25BK00720385
,,R25BK00717640
,,R25BK00719954
,,R25BK00720326
,,R25BK00682332
,,R25BK00703279
,,R25BK00703214
